city,state,zip,grad year,linfield status,birthday,visit_date,entry_term,entry_type,recruiter_initials,offer_status,temp,recruited,visited_hs,commited_to,high_school,hs_address,hs_city,hs_state,hs_zip,hs_county,final_academic_interest,academic_field,acdemic_interest,position,Pos:  ATH,Pos:  DB,Pos:  DBC,Pos:  DBR,Pos:  DBS,Pos:  DE,Pos:  DL,Pos:  DT,Pos:  FB,Pos:  K,Pos:  LB,Pos:  LBS,Pos:  LBW,Pos:  LS,Pos:  OC,Pos:  OG,Pos:  OL,Pos:  OT,Pos:  P,Pos:  QB,Pos:  RB,Pos:  TE,Pos:  WR,height_feet,height_inches,height_in_inches,weight,rank,gpa,gpa_admissions,app_status,app_decision,app_decision_date,decision date no year,apply_date,apply_date_noyear,admissions_academic interest,linfield_grad_year,team_status,finished_football,id_type,recruited_final
Olympia,WA,98502,2018,,11/8/99,,,,,,,,TRUE,,Capital High School,2707 Conger Ave Nw,Olympia,WA,98502,Thurston County,Pre-Occupational Therapy,Sciences,Pre-Occupational Therapy,"FB, LB",,,,,,,,,FB,,LB,,,,,,,,,,,,,6,0,72,205,NF,3.86,,,,,,,,Pre-Occupational Therapy,null,null,null,recruit,FALSE
,WA,,2017,,,,,,AB,,,,,,Lake Stevens High School,2908 113th Ave Ne,Lake Stevens,WA,98258,Snohomish County,Business,Business,Business;  Crim justice,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,6,1,73,220,NF,3.85,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2020,,,,,,,,,Yes,TRUE,,Lincoln High School,701 S 37 Street,Tacoma,WA,98418,Pierce County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,175,NF,3.85,,,,,,,,,null,null,null,recruit,TRUE
Eagle Creek,OR,97022,2022,,,,,,,,,,,,Summit High School,2855 Nw Clearwater Dr,Bend,OR,97701,Deschutes County,null,null,,"DE, OL",,,,,,DE,,,,,,,,,,,OL,,,,,,,6,1,73,190,NF,3.85,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Thurston Senior High School,333 N 58th St,Springfield,OR,97478,Lane County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,5,77,210,NF,3.85,,,,,,,,,null,null,null,recruit,FALSE
Kirkland,WA,98033,2016,,10/15/97,,,,,,,,,,Lake Washington High School,12033 Ne 80th St,Kirkland,WA,98033,King County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,170,NF,3.85,,,,,,,,,null,null,null,recruit,FALSE
The Dalles,OR,97058,2019,,2/20/00,,,,,,,,,,Dalles High School,220 E 10th St,The Dalles,OR,97058,Wasco County,Nursing,null,Pre-Medicine,"ATH, LB, RB, TE",ATH,,,,,,,,,,LB,,,,,,,,,,RB,TE,,5,11,71,195,NF,3.85,,,,,,,,Nursing,null,null,null,recruit,FALSE
Salem,OR,97304,2018,,2/21/00,,,,,,,,TRUE,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,Biology,Sciences,Biology,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,10,70,188,NF,3.83,,Awaiting Submission,,,,,,Biology,null,null,null,recruit,FALSE
lafayette,CA,94549,2021,,10/7/02,,,,,,,,,,Clayton Valley Charter High,1101 Alberta Way,Concord,CA,94521,Contra Costa County,Law;  Rights;  and Justice,Criminal Justice,Law Rights and Justice,"ATH, TE, WR",ATH,,,,,,,,,,,,,,,,,,,,,TE,WR,6,2,74,215,NF,3.83,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,JS,,,No,,,Oregon City High School,19761 S Beavercreek Rd,Oregon City,OR,97045,Clackamas County,null,null,,"DL, TE",,,,,,,DL,,,,,,,,,,,,,,,TE,,6,2,74,220,NF,3.83,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,12/1/02,,,,JS,,,,,,Wilsonville High School,6800 Sw Wilsonville Rd,Wilsonville,OR,97070,Clackamas County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,5,10,70,180,NF,3.83,,,,,,,,,null,null,null,recruit,FALSE
,HI,,2020,,,,,,,,,,TRUE,,Radford High School,4361 Salt Lake Blvd,Honolulu,HI,96818,Honolulu County,Pre-Athletic Training,Exercise Science,athletic training/education,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,9,69,150,NF,3.83,,,,,,,,Pre-Athletic Training,null,null,null,recruit,FALSE
Los Angles,CA,90266,2022,,7/17/03,,,,,,,,,,Rolling Hills Prep School,1 Rolling Hills Prep Way,San Pedro,CA,90732,Los Angeles County,Sports Management,Business,Sport Management,"OC, RB",,,,,,,,,,,,,,,OC,,,,,,RB,,,5,8,68,138,NF,3.83,,,,,,,,Sport Management,null,null,null,recruit,FALSE
,WA,,2021,,,,,,,,,,,,Ridgefield High School,2630 S Hillhurst Rd,Ridgefield,WA,98642,Clark County,null,null,,"DB, QB",,DB,,,,,,,,,,,,,,,,,,QB,,,,5,10,70,160,NF,3.82,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,7/2/99,,,,AB,,,No,TRUE,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,Finance,Business,,"LB, QB, WR",,,,,,,,,,,LB,,,,,,,,,QB,,,WR,5,11,71,176,NF,3.81,,,,,,,,Finance,null,null,null,recruit,FALSE
Salem,OR,97304,2019,,2/6/01,,,,,,,,TRUE,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,Biology,Sciences,Biology,K,,,,,,,,,,K,,,,,,,,,,,,,,5,8,68,170,NF,3.8,,,,,,,,Biology,null,null,null,recruit,FALSE
Ruston,WA,98407,2019,,6/2/01,,,,,,,,TRUE,,Bellarmine Preparatory School,2300 South Washington St,Tacoma,WA,98405,Pierce County,Biology,Sciences,Mathematics,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,7,67,180,NF,3.8,,,,,,,,Biology,null,null,null,recruit,FALSE
,CA,,2020,,,,,,,,,Yes,,,Brookside Christian Hs,915 Rosemarie Ln,Stockton,CA,95207,San Joaquin County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,8,68,170,NF,3.8,,,,,,,,,null,null,null,recruit,TRUE
,HI,,2018,,3/29/00,,,,,,,,TRUE,,Radford High School,4361 Salt Lake Blvd,Honolulu,HI,96818,Honolulu County,Management,Business,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,1,73,165,NF,3.8,,,,,,,,Management,null,null,null,recruit,FALSE
,CA,,2022,,,,,,AB,,,,,,Armijo High School,824 Washington St,Fairfield,CA,94533,Solano County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,5,11,71,230,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2022,,,,,,AB,,,,,,Bradshaw Christian School,9555 Calvine Road,Sacramento,CA,95829,Sacramento County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,11,71,180,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2022,,,,,,AB,,,,,,Casa Roble Fundamental Hs,9151 Oak Ave,Orangevale,CA,95662,Sacramento County,null,null,,"LB, QB",,,,,,,,,,,LB,,,,,,,,,QB,,,,6,1,73,195,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Central High School,551 Avenue H,Barstow,CA,92311,San Bernardino County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,9,69,180,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2022,,,,,,BE,,,,,,Rio Mesa High School,545 Central Ave,Oxnard,CA,93036,Ventura County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,2,74,245,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2022,,,,,,AB,,,,,,Roseville High School,1 Tiger Way,Roseville,CA,95678,Placer County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,11,71,160,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2020,,,,,,,,,,TRUE,,Whitney High School,701 Wildcat Blvd,Rocklin,CA,95765,Placer County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,0,72,245,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Woodrow Wilson High School,4400 E 10th St,Long Beach,CA,90804,Los Angeles County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,3,75,230,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,HI,,2020,,,,,,AB,,,,,,Kamehameha Schools Kapalama,210 Konia Cir,Honolulu,HI,96817,Honolulu County,null,null,,"TE, WR",,,,,,,,,,,,,,,,,,,,,,TE,WR,6,3,75,200,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
Kailua-Koma,HI,,2019,,,,,,,,,,TRUE,,Kealakehe high school,74-5000 PUOHULIHULI STREET,Kailua Kona,HI,96730,Honolulu County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,145,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,HI,,2020,,,,,,,,,,TRUE,,Lahainaluna High School,980 Lahainaluna Rd,Lahaina,HI,96761,Maui County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,1,73,180,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
Hayden,ID,83835,2022,,9/16/03,,,,AB,,,,,,Coeur D Alene Sr High School,5530 N 4th St,Coeur D Alene,ID,83815,Kootenai County,null,null,,"LB, WR",,,,,,,,,,,LB,,,,,,,,,,,,WR,6,0,72,175,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2022,,,,,,AB,,,,,,Rocky Mountain High School,5450 N Linder Rd,Meridian,ID,83646,Ada County,null,null,,"QB, WR",,,,,,,,,,,,,,,,,,,,QB,,,WR,6,1,73,170,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2023,,,,,,JS,,,,,,David Douglas High School,1001 Se 135th Ave,Portland,OR,97233,Multnomah County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,4,76,330,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Lakeridge High School,1235 Overlook Dr,Lake Oswego,OR,97034,Clackamas County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,7,67,130,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2023,,,,,,JS,,,,,,Newberg Senior High School,2400 Douglas Ave,Newberg,OR,97132,Yamhill County,null,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,5,11,71,175,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,JS,,,,TRUE,,Sherwood High School,16956 Sw Meinecke Rd,Sherwood,OR,97140,Washington County,null,null,,FB,,,,,,,,,FB,,,,,,,,,,,,,,,5,7,67,185,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,JS,,,,,,Sunset High School,13840 Nw Cornell Rd,Portland,OR,97229,Washington County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,150,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,,,2019,,,,,,,,,,,,Brakenridge High School,,San Antonio,TX,,#N/A,null,null,,"DL, LB",,,,,,,DL,,,,LB,,,,,,,,,,,,,6,2,74,235,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2020,,,,,,,,,Yes,TRUE,,River Ridge High School,350 River Ridge Dr Se,Lacey,WA,98513,Thurston County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,5,10,70,185,NF,3.8,,,,,,,,,null,null,null,recruit,TRUE
,WA,,2021,,,,,,AB,,,,,,Shorewood High School,17300 Fremont Ave N,Shoreline,WA,98133,King County,null,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,3,75,213,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,Peninsula High School,14105 Purdy Ln Nw,Gig Harbor,WA,98332,Pierce County,null,null,,ATH,ATH,,,,,,,,,,,,,,,,,,,,,,,6,1,73,170,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2017,,,,,,AB,,,,,,Arlington High School,18821 Crown Ridge Blvd,Arlington,WA,98223,Snohomish County,null,null,,"LB, WR",,,,,,,,,,,LB,,,,,,,,,,,,WR,6,1,73,180,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2022,,,,,,AB,,,,,,Glacier Peak High School,7401 144th Place Se,Snohomish,WA,98296,Snohomish County,null,null,,"DBC, QB",,,DBC,,,,,,,,,,,,,,,,,QB,,,,5,11,71,165,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
Lynnwood,WA,,2018,,,,,,AB,,,No,,,Mountlake Terrace High School,21801 44th Ave W,Mountlake Ter,WA,98043,Snohomish County,null,null,,"DBS, RB, WR",,,,,DBS,,,,,,,,,,,,,,,,RB,,WR,5,10,70,175,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,East Valley High School,15711 E Wellesley Ave,Spokane Valley,WA,99216,Spokane County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,5,7,67,150,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,East Valley High School,15711 E Wellesley Ave,Spokane Valley,WA,99216,Spokane County,null,null,,"LB, WR",,,,,,,,,,,LB,,,,,,,,,,,,WR,6,2,74,195,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,Gonzaga Preparatory School,1224 E Euclid Ave,Spokane,WA,99207,Spokane County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,,,0,,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2020,,,,,,AB,,,,TRUE,,Nooksack Valley High School,3326 E Badger Rd,Everson,WA,98247,Whatcom County,null,null,,"LB, WR",,,,,,,,,,,LB,,,,,,,,,,,,WR,6,4,76,225,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,A.C. Davis Senior High School,212 S 6th Ave,Yakima,WA,98902,Yakima County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,5,65,155,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2020,,,,,,,,,Yes,,,Tracy High School,12222 Cuesta Drive,Cerritos,CA,90703,Los Angeles County,null,null,,"LB, OL",,,,,,,,,,,LB,,,,,,OL,,,,,,,5,10,70,215,NF,3.8,,,,,,,,,null,null,null,recruit,TRUE
tumwater,WA,98501,2018,,,,,,,,,,TRUE,,Olympia High School,1302 North St Se,Olympia,WA,98501,Thurston County,Pre-Engineering,Engineering,Physics,"LB, OG",,,,,,,,,,,LB,,,,,OG,,,,,,,,5,9,69,215,NF,3.8,,,,,,,,Pre-Engineering,null,null,null,recruit,FALSE
Peoria,AZ,85382,2018,,1/8/00,,,,,,Cold,,,,Sunrise Mountain High School,21200 N 83 Ave,Peoria,AZ,85382,Maricopa County,Pre-Law,Law,Pre-Law,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,11,71,175,NF,3.8,,,,,,,,Pre-Law,null,null,null,recruit,FALSE
,WA,,2018,,9/7/99,,,,,,,,TRUE,,Lakes High School,10320 Farwest Dr Sw,Lakewood,WA,98498,Pierce County,Pre-Medicine,Sciences,,DBC,,,DBC,,,,,,,,,,,,,,,,,,,,,5,11,71,170,NF,3.8,,,,,,,,Pre-Medicine,null,null,null,recruit,FALSE
,WA,,2020,,,,,,,,,,TRUE,,Joel E Ferris High School,3020 E 37th Ave,Spokane,WA,99223,Spokane County,Pre-Medicine,Sciences,Pre-Medicine,DE,,,,,,DE,,,,,,,,,,,,,,,,,,5,10,70,195,NF,3.8,,,,,,,,,null,null,null,recruit,FALSE
Spokane,WA,99208,2020,Out,7/4/01,,,,,,,,TRUE,,Lewis And Clark High School,521 W 4th Ave,Spokane,WA,99204,Spokane County,Pre-Medicine,Sciences,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,4,76,270,NF,3.8,,,,,,,,Pre-Medicine,null,null,null,recruit,FALSE
Covington,WA,98042,2019,,12/29/00,,,,,,,,,,Kentwood Senior High School,25800 164th Ave Se,Covington,WA,98042,King County,Sports Management,Business,,"K, LB",,,,,,,,,,K,LB,,,,,,,,,,,,,,,0,,NF,3.8,,,,,,,,Sport Management,null,null,null,recruit,FALSE
Santa Cruz,CA,95062,2018,,3/12/96,,,,AB,,,No,,,De Anza College,21250 Stevens Creek Blvd,Cupertino,CA,95014,Santa Clara County,Undecided,Undecided,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,1,73,185,NF,3.8,,,,,,,,Undecided,null,null,null,recruit,FALSE
Kaneohe,HI,96744,2018,,3/2/00,,,,,,,,TRUE,,Kahuku High School,56-490 Kamehameha Hwy,Kahuku,HI,96731,Honolulu County,Undecided,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NF,3.8,,,,,,,,Undecided,null,null,null,recruit,FALSE
Wilsonville,OR,97070,2022,,,,,,,,,,,,Wilsonville High School,6800 Sw Wilsonville Rd,Wilsonville,OR,97070,Clackamas County,null,null,,"FB, LBS, WR",,,,,,,,,FB,,,LBS,,,,,,,,,,,WR,6,0,72,200,NF,3.792,,,,,,,,,null,null,null,recruit,FALSE
Cloverdale,OR,97112,2022,,11/18/03,,,,GM,,,,,,Nestucca High School,34660 Parkway Drive,Cloverdale,OR,97112,Tillamook County,null,null,,"LBW, TE",,,,,,,,,,,,,LBW,,,,,,,,,TE,,5,11,71,170,NF,3.791,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Capistrano Valley High School,26301 Via Escolar,Mission Viejo,CA,92692,Orange County,null,null,,"P, TE",,,,,,,,,,,,,,,,,,,P,,,TE,,6,0,72,160,NF,3.79,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2020,,,,,,,,,,TRUE,,Jesuit High School,1200 Jacob Ln,Carmichael,CA,95608,Sacramento County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,9,69,165,NF,3.79,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Damien High School,2280 Damien Ave,La Verne,CA,91750,Los Angeles County,null,null,,LBW,,,,,,,,,,,,,LBW,,,,,,,,,,,,,0,,NF,3.78,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,Clackamas High School,14486 Se 122nd Ave,Clackamas,OR,97015,Clackamas County,null,null,,K,,,,,,,,,,K,,,,,,,,,,,,,,5,9,69,155,NF,3.78,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2020,,,,,,,,,Yes,TRUE,,Molalla High School,Po Box 309,Molalla,OR,97038,Clackamas County,null,null,,"OL, TE",,,,,,,,,,,,,,,,,OL,,,,,TE,,6,2,74,170,NF,3.78,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2021,,,,,,JS,,,,TRUE,,Sunset High School,13840 Nw Cornell Rd,Portland,OR,97229,Washington County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,8,68,160,NF,3.78,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,TRUE,,Southridge High School,9625 Sw 125th Ave,Beaverton,OR,97008,Washington County,null,null,,"LB, OT",,,,,,,,,,,LB,,,,,,,OT,,,,,,6,4,76,215,NF,3.77,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2022,,,,,,AB,,,,,,Eatonville High School,Po Box 699,Eatonville,WA,98328,Pierce County,null,null,,"DE, TE",,,,,,DE,,,,,,,,,,,,,,,,TE,,5,11,71,230,NF,3.77,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,10/25/02,,,,AB,,,,,,Anacortes High School,1600 20th St,Anacortes,WA,98221,Skagit County,null,null,,"LB, TE",,,,,,,,,,,LB,,,,,,,,,,,TE,,6,0,72,171,NF,3.77,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,12/18/02,,,,JS,,,,,,Clackamas High School,14486 Se 122nd Ave,Clackamas,OR,97015,Clackamas County,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,72,170,NF,3.76,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,GM,,,,,,Ontario High School,1115 W Idaho Ave,Ontario,OR,97914,Malheur County,null,null,,"DBS, RB, WR",,,,,DBS,,,,,,,,,,,,,,,,RB,,WR,,,0,,NF,3.76,,,,,,,,,null,null,null,recruit,FALSE
Federal Way,WA,98003,2015,,11/6/97,,,,JV,,,,,,Todd Beamer High School,35999 16th Ave S,Federal Way,WA,98003,King County,Business,Business,Business,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,5,8,68,159,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2019,,,,,,,,,,TRUE,,Capital High School,2707 Conger Ave Nw,Olympia,WA,98502,Thurston County,Engineering,Engineering,Mechanical Engineering,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,3,75,190,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
Umatilla,OR,97882,2020,,11/11/01,,,,,,,,,,Umatilla High School,1400 7th St,Umatilla,OR,97882,Umatilla County,Health Education,Education,Physical Education,"ATH, DB, LB, RB, WR",ATH,DB,,,,,,,,,LB,,,,,,,,,,RB,,WR,5,7,67,145,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Huntington Beach High School,1905 Main St,Huntington Beach,CA,92648,Orange County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,4,76,220,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,PR,,,,,,Century High School,2000 Se Century Blvd,HILLSBORO,OR,97123,Washington County,null,null,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,,,0,,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2022,,,,,,BE,,,,,,Auburn Mountainview High School,28900 124TH AVE SE,Auburn,WA,98092,King County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,2,74,255,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2022,,,,,,AB,,,,,,Liberty High School,16655 Se 136th St,Renton,WA,98059,King County,null,null,,"LB, QB",,,,,,,,,,,LB,,,,,,,,,QB,,,,6,2,74,200,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,,,,,BE,,,,,,Newport High School,4333 Factoria Blvd Se,Bellevue,WA,98006,King County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,4,76,175,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2022,,,,,,AB,,,,,,Bonney Lake High School,10920 199th Avenue Ct E,Bonney Lake,WA,98391,Pierce County,null,null,,"DB, RB",,DB,,,,,,,,,,,,,,,,,,,RB,,,5,7,67,155,NF,3.75,,,,,,,,,null,null,null,recruit,FALSE
,HI,,2020,,,,,,,,,,,,Kapaa High School,4695 Mailihuna Rd,Kapaa,HI,96746,Kauai County,Pre-Engineering,Engineering,Engineering,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,7,67,185,NF,3.75,,,,,,,,Pre-Engineering,null,null,null,recruit,FALSE
,OR,,2019,,,,,,,,,,TRUE,,Sprague High School,2373 Kuebler Rd S,Salem,OR,97302,Marion County,Pre-Engineering,Engineering,Pre-Engineering and Business Administration,OG,,,,,,,,,,,,,,,,OG,,,,,,,,5,11,71,230,NF,3.75,,,,,,,,Pre-Engineering and Business,null,null,null,recruit,FALSE
,OR,,2023,,10/24/04,,,,JS,,,,,,La Salle Catholic College Prep,11999 Se Fuller Rd,Milwaukie,OR,97222,Clackamas County,Pre-Medicine,Sciences,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,0,72,200,NF,3.75,,,,,,,,Pre-Medicine,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Jesuit High School,9000 Sw Beaverton Hillsdale,Portland,OR,97225,Washington County,null,null,,DBC,,,DBC,,,,,,,,,,,,,,,,,,,,,5,11,71,,NF,3.74,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,3/27/00,,,,,,,,TRUE,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,Pre-Medicine,Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,71,165,NF,3.74,,,,,,,,Pre-Medicine,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Monterey Trail High School,8661 Power Inn Rd,Elk Grove,CA,95624,Sacramento County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,,,0,,NF,3.72,,,,,,,,,null,null,null,recruit,FALSE
,CO,,2021,,,,,,,,,,,,Holy Family,,,CO,,#N/A,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,0,72,215,NF,3.72,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,JS,,,,TRUE,,Marist High School,1900 Kingsley Rd,Eugene,OR,97401,Lane County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,,,0,,NF,3.72,,,,,,,,,null,null,null,recruit,FALSE
Camas,WA,98607,2018,,11/13/99,,,,PR,,,,TRUE,,Camas High School,26900 Se 15th St,Camas,WA,98607,Clark County,Pre-Athletic Training,Exercise Science,Athletic Training,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,9,69,150,NF,3.72,,,,,,,,Pre-Athletic Training,null,null,null,recruit,FALSE
Corning,CA,96021,2020,,4/13/02,,,,,,,,,,Hamilton Union High School,Po Box 488,Hamilton City,CA,95951,Glenn County,Business,Business,Business,"DT, OT",,,,,,,,DT,,,,,,,,,,OT,,,,,,5,9,69,240,NF,3.7143,,,,,,,,Business,null,null,null,recruit,FALSE
,HI,,2019,,10/2/00,,,,,,,,TRUE,,Kapolei High School,91-5007 Kapolei Pkwy,Kapolei,HI,96707,Honolulu County,Business,Business,Business,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,11,71,150,NF,3.7,,,,,,,,Business,null,null,null,recruit,FALSE
,HI,,2020,,,,,,,,,,TRUE,,Aiea High School,98-1276 Ulune St,Aiea,HI,96701,Honolulu County,Finance,Business,finance,,,,,,,,,,,,,,,,,,,,,,,,,5,10,70,170,NF,3.7,,,,,,,,Finance,null,null,null,recruit,FALSE
Portland,OR,97221,2018,,1/14/99,,,,PR,,,,TRUE,,Lincoln High School,1600 Sw Salmon St,Portland,OR,97205,Multnomah County,Law;  Rights;  and Justice,Criminal Justice,Law Rights and Justice,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,2,74,225,NF,3.7,,,,,,,,Law;  Rights;  and Justice,null,null,null,recruit,FALSE
,AZ,,2020,,,,,,,,,,,,Arizona College Prep Acad,3434 E Broadway Blvd,Tucson,AZ,85716,Pima County,null,null,,"DE, LB",,,,,,DE,,,,,LB,,,,,,,,,,,,,6,2,74,185,NF,3.7,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,WH,,,,,,Amador Valley High School,1155 Santa Rita Rd,Pleasanton,CA,94566,Alameda County,null,null,,"DE, OL",,,,,,DE,,,,,,,,,,,OL,,,,,,,6,0,72,215,NF,3.7,,,,,,,,,null,null,null,recruit,FALSE
